Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Agent 4;Utility 1;Utility 2;Utility 3;Utility 4;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Disc. Util. 4;Profile 1;Profile 2;Profile 3;Profile 4
13.705;271;;270rounds;No;No;3;0.00000;0.00000;1.36280;1.58071;0.00000;Group19@216;AgentBuyogMain@217;AgentW@218;Atlas3@219;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
14.136;271;;270rounds;Yes;No;4;0.58154;0.86905;0.00000;0.38747;2.89112;Atlas3@220;AgentBuyogMain@221;AgentW@222;Group19@223;0.6;0.5815448723559653;0.8405322533894863;0.8690468250000001;0.6;0.5815448723559653;0.8405322533894863;0.8690468250000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
14.417;271;;270rounds;No;No;1;0.00000;0.00000;1.36280;1.58071;0.00000;AgentW@224;Atlas3@225;AgentBuyogMain@226;Group19@227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
10.568;198;;270rounds;Yes;No;4;0.45366;0.90476;0.00000;0.41353;2.92674;AgentBuyogMain@228;Atlas3@229;AgentW@230;Group19@231;0.8958333333333334;0.4536614957639661;0.6724889880668964;0.9047611;0.8958333333333334;0.4536614957639661;0.6724889880668964;0.9047611;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
9.898;198;;270rounds;Yes;No;4;0.42915;0.94048;0.00000;0.45089;2.91367;Group19@232;Atlas3@233;AgentW@234;AgentBuyogMain@235;0.8958333333333334;0.4291528300621356;0.6482067331217174;0.94047535;0.8958333333333334;0.4291528300621356;0.6482067331217174;0.94047535;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
11.873;271;;270rounds;Yes;No;4;0.41667;0.86027;0.14268;0.53352;2.42008;Atlas3@236;Group19@237;AgentW@238;AgentBuyogMain@239;0.43999999999999995;0.8602717276505158;0.7031385531933191;0.416666325;0.43999999999999995;0.8602717276505158;0.7031385531933191;0.416666325;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
14.373;271;;270rounds;No;No;1;0.00000;0.00000;1.36280;1.58071;0.00000;AgentW@240;AgentBuyogMain@241;Atlas3@242;Group19@243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
13.987;271;;270rounds;No;No;1;0.00000;0.00000;1.36280;1.58071;0.00000;AgentBuyogMain@244;AgentW@245;Atlas3@246;Group19@247;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
13.248;271;;270rounds;Yes;No;4;0.58804;0.94167;0.00000;0.23543;2.99353;Group19@248;AgentW@249;Atlas3@250;AgentBuyogMain@251;0.9416666666666667;0.6662075599338653;0.5880388799197717;0.79761835;0.9416666666666667;0.6662075599338653;0.5880388799197717;0.79761835;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
16.544;271;;270rounds;No;No;1;0.00000;0.00000;1.36280;1.58071;0.00000;Atlas3@252;AgentW@253;Group19@254;AgentBuyogMain@255;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
